orthogroup	Ceratotherium simum	Diceros bicornis	Equus asinus	Equus quagga	Equus caballus	Canis lupus	Bos taurus
LOC101392724_	LOC101392724_	EXO1_	EXO1_	EXO1_	EXO1_	EXO1_	EXO1_
LOC101392989_	LOC101392989_	BECN2_	BECN2_	BECN2_	BECN2_	BECN2_	BECN2_
LOC101401703_	LOC101401703_	MAP1LC3C_	MAP1LC3C_	MAP1LC3C_	MAP1LC3C_	MAP1LC3C_	MAP1LC3C_
LOC101393247_	LOC101393247_	PLD5_	PLD5_	PLD5_	PLD5_	PLD5_	PLD5_
LOC101393928_	LOC101393928_	CEP170_	CEP170_	CEP170_	CEP170_	CEP170_	CEP170_
LOC101394504_	LOC101394504_	SDCCAG8_	SDCCAG8_	SDCCAG8_	SDCCAG8_	SDCCAG8_	SDCCAG8_
LOC101394761_	LOC101394761_	AKT3_	AKT3_	AKT3_	AKT3_	AKT3_	AKT3_
LOC101395451_	LOC101395451_	ZBTB18_	ZBTB18_	ZBTB18_	ZBTB18_	ZBTB18_	ZBTB18_
LOC101401969_	LOC101401969_	SPMIP3_	SPMIP3_	C12H1orf100_	SPMIP3_	C7H1orf100_	C16H1orf100_
LOC101402481_	LOC101402481_	CATSPERE_	CATSPERE_	CATSPERE_	CATSPERE_	CATSPERE_	CATSPERE_
LOC101395714_	LOC101395714_	DESI2_	DESI2_	DESI2_	DESI2_	DESI2_	DESI2_
LOC101395972_	LOC101395972_	LOC131399356_	COX20_	LOC124249088_	COX20_	LOC112648767_	COX20_
LOC101402742_	LOC101402742_	HNRNPU_	HNRNPU_	HNRNPU_	HNRNPU_	HNRNPU_	HNRNPU_
LOC101403794_	LOC101403794_	RASEF_	RASEF_	RASEF_	RASEF_	RASEF_	RASEF_
LOC101404850_	LOC101404850_	TLE4_	TLE4_	TLE4_	TLE4_	LOC112644677_	TLE4_
LOC101405448_	LOC101405448_	PSAT1_	PSAT1_	PSAT1_	PSAT1_	LOC112644681_	PSAT1_
LOC101405907_	LOC101405907_	CEP78_	CEP78_	CEP78_	CEP78_	CEP78_	CEP78_
LOC101406162_	LOC101406162_	GNAQ_	GNAQ_	GNAQ_	GNAQ_	GNA11_	GNAQ_
LOC101406418_	LOC101406418_	GNA14_	GNA14_	GNA14_	GNA14_	GNA14_	GNA14_
LOC101406677_	LOC101406677_	VPS13A_	VPS13A_	VPS13A_	VPS13A_	VPS13A_	VPS13A_
LOC101407283_	LOC101407283_	FOXB2_	FOXB2_	FOXB2_	FOXB2_	FOXB2_	FOXB2_
LOC101390943_	LOC101390943_	PRUNE2_	PRUNE2_	PRUNE2_	PRUNE2_	PRUNE2_	PRUNE2_
LOC101407548_	LOC101407548_	GCNT1_	GCNT1_	GCNT1_	GCNT1_	GCNT1_	GCNT1_
LOC101391198_	LOC101391198_	RFK_	RFK_	RFK_	RFK_	RFK_	RFK_
LOC101407812_	LOC101407812_	PCSK5_	PCSK5_	PCSK5_	PCSK5_	PCSK5_	PCSK5_
LOC101408336_	LOC101408336_	NMRK1_	NMRK1_	NMRK1_	NMRK1_	NMRK1_	NMRK1_
LOC101392209_	LOC101392209_	LOC131419995_	LOC139039763_	LOC124252196_	LOC100061947_	LOC112644663_	LOC782251_
LOC101409101_	LOC101409101_	C22H9orf40_	C23H9orf40_	C6H9orf40_	C23H9orf40_	C1H9orf40_	C8H9orf40_
LOC101387251_	LOC101387251_	TRPM6_	TRPM6_	TRPM6_	TRPM6_	TRPM6_	TRPM6_
LOC101387498_	LOC101387498_	RORB_	RORB_	RORB_	RORB_	RORB_	RORB_
LOC101387754_	LOC101387754_	ANXA1_	ANXA1_	ANXA1_	ANXA1_	ANXA1_	ANXA1_
LOC101388018_	LOC101388018_	ALDH1A1_	ALDH1A1_	ALDH1A1_	ALDH1A1_	ALDH1A1_	ALDH1A1_
LOC101392725_	LOC101392725_	TMC1_	TMC1_	TMC1_	TMC1_	TMC1_	TMC1_
LOC101388279_	LOC101388279_	ZFAND5_	ZFAND5_	ZFAND5_	ZFAND5_	ZFAND5_	ZFAND5_
LOC101388882_	LOC101388882_	GDA_	GDA_	GDA_	GDA_	GDA_	GDA_
LOC101393248_	LOC101393248_	KCTD3_	KCTD3_	KCTD3_	KCTD3_	KCTD3_	KCTD3_
LOC101393671_	LOC101393671_	USH2A_	USH2A_	USH2A_	USH2A_	USH2A_	USH2A_
LOC101393929_	LOC101393929_	ESRRG_	ESRRG_	ESRRG_	ESRRG_	ESRRG_	ESRRG_
LOC101394862_	LOC101394862_	GPATCH2_	GPATCH2_	GPATCH2_	GPATCH2_	GPATCH2_	GPATCH2_
LOC101395109_	LOC101395109_	SPATA17_	SPATA17_	SPATA17_	SPATA17_	SPATA17_	SPATA17_
LOC101402391_	LOC101402391_	RRP15_	RRP15_	RRP15_	RRP15_	RRP15_	RRP15_
LOC101395371_	LOC101395371_	TGFB2_	TGFB2_	TGFB2_	TGFB2_	TGFB2_	TGFB2_
LOC101395798_	LOC101395798_	LYPLAL1_	LYPLAL1_	LYPLAL1_	LYPLAL1_	LYPLAL1_	LYPLAL1_
LOC101396054_	LOC101396054_	SLC30A10_	SLC30A10_	SLC30A10_	SLC30A10_	SLC30A10_	SLC30A10_
LOC101402912_	LOC101402912_	EPRS1_	EPRS1_	EPRS1_	EPRS1_	EPRS1_	EPRS1_
LOC101396320_	LOC101396320_	BPNT1_	BPNT1_	BPNT1_	BPNT1_	BPNT1_	BPNT1_
LOC101396581_	LOC101396581_	IARS2_	IARS2_	IARS2_	IARS2_	IARS2_	IARS2_
LOC101396842_	LOC101396842_	RAB3GAP2_	RAB3GAP2_	RAB3GAP2_	RAB3GAP2_	RAB3GAP2_	RAB3GAP2_
LOC101397108_	LOC101397108_	MARK1_	MARK1_	MARK1_	MARK1_	MARK1_	MARK1_
LOC101397801_	LOC101397801_	MTARC2_	MTARC2_	MTARC2_	MTARC2_	LOC125752112_	MTARC2_
LOC101398059_	LOC101398059_	MTARC1_	MTARC1_	MTARC1_	MTARC1_	MTARC1_	MTARC1_
LOC101398315_	LOC101398315_	HLX_	HLX_	HLX_	HLX_	HLX_	HLX_
LOC101398557_	LOC101398557_	DUSP10_	DUSP10_	DUSP10_	DUSP10_	DUSP10_	DUSP10_
LOC101399163_	LOC101399163_	AIDA_	AIDA_	AIDA_	AIDA_	AIDA_	AIDA_
LOC101399427_	LOC101399427_	BROX_	BROX_	BROX_	BROX_	BROX_	BROX_
LOC101404757_	LOC101404757_	FAM177B_	FAM177B_	FAM177B_	FAM177B_	FAM177B_	FAM177B_
LOC101400026_	LOC101400026_	DISP1_	DISP1_	DISP1_	DISP1_	DISP1_	DISP1_
LOC106800049_	LOC106800049_	LOC131396788_	ZNF790_	ZNF790_	ZNF790_	ZNF790_	LOC519309_
LOC101405975_	LOC101405975_	LOC131396783_	ZNF420_	LOC124249787_	LOC138915037_	LOC112643538_	ZNF420_
LOC101407109_	LOC101407109_	LOC131396793_	ZNF570_	ZNF570_	ZNF570_	LOC112643556_	ZNF570_
LOC101406236_	LOC101406236_	LOC131396782_	LOC106836111_	ZNF569_	LOC106780877_	LOC112643531_	ZNF569_
LOC101406678_	LOC101406678_	ZNF527_	ZNF527_	ZNF527_	ZNF527_	ZNF527_	ZNF527_
LOC101408507_	LOC101408507_	ZNF585A_	LOC106836107_	LOC124249934_	LOC100063034_	LOC112643528_	ZNF585A_
LOC106803426_	LOC106803426_	ZNF793_	ZNF793_	ZNF793_	ZNF793_	ZNF793_	ZNF793_
LOC106803425_	LOC106803425_	ZNF829_	ZNF829_	ZNF829_	ZNF829_	ZNF829_	ZNF829_
LOC101408768_	LOC101408768_	LSM14A_	LSM14A_	LSM14A_	LSM14A_	LSM14A_	LSM14A_
LOC101405449_	LOC101405449_	GARRE1_	GARRE1_	GARRE1_	GARRE1_	GARRE1_	GARRE1_
LOC101408071_	LOC101408071_	GPI_	GPI_	GPI_	GPI_	GPI_	GPI_
LOC101388199_	LOC101388199_	PDCD2L_	PDCD2L_	PDCD2L_	PDCD2L_	PDCD2L_	PDCD2L_
LOC101407813_	LOC101407813_	UBA2_	UBA2_	UBA2_	UBA2_	UBA2_	UBA2_
LOC101387252_	LOC101387252_	LOC131396747_	LOC106829207_	LOC124251103_	LOC100057907_	LOC112645540_	ZNF181_
LOC106803427_	LOC106803427_	ZNF599_	ZNF599_	ZNF599_	ZNF599_	ZNF599_	ZNF599_
LOC101398143_	LOC101398143_	GRAMD1A_	GRAMD1A_	GRAMD1A_	GRAMD1A_	GRAMD1A_	GRAMD1A_
LOC101391022_	LOC101391022_	SCN1B_	SCN1B_	SCN1B_	SCN1B_	SCN1B_	SCN1B_
LOC101391021_	LOC101391021_	HPN_	HPN_	HPN_	HPN_	HPN_	HPN_
LOC101390526_	LOC101390526_	LGI4_	LGI4_	LGI4_	LGI4_	LGI4_	LGI4_
LOC101391274_	LOC101391274_	FXYD5_	FXYD5_	FXYD5_	FXYD5_	FXYD5_	FXYD5_
LOC101399599_	LOC101399599_	LOC131397799_	LOC106829228_	LOC124249828_	FAM187B_	FAM187B_	FAM187B_
LOC101390780_	LOC101390780_	LSR_	LSR_	LSR_	LSR_	LSR_	LSR_
LOC101391527_	LOC101391527_	USF2_	USF2_	USF2_	USF2_	USF2_	USF2_
LOC101402132_	LOC101402132_	HAMP_	HAMP_	HAMP_	HAMP_	LOC112643624_	HAMP_
LOC101389745_	LOC101389745_	MAG_	MAG_	MAG_	MAG_	MAG_	MAG_
LOC101391777_	LOC101391777_	CD22_	CD22_	CD22_	CD22_	CD22_	CD22_
LOC101394338_	LOC101394338_	FFAR1_	FFAR1_	FFAR1_	FFAR1_	FFAR1_	FFAR1_
LOC101393587_	LOC101393587_	FFAR3_	LOC106829233_	FFAR3_	LOC102150446_	FFAR3_	FFAR3_
LOC101392310_	LOC101392310_	FFAR2_	LOC106829235_	LOC124249831_	FFAR2_	FFAR2_	FFAR2_
LOC101401356_	LOC101401356_	KRTDAP_	KRTDAP_	KRTDAP_	KRTDAP_	LOC112643622_	KRTDAP_
LOC101392577_	LOC101392577_	DMKN_	DMKN_	DMKN_	DMKN_	DMKN_	DMKN_
LOC101391443_	LOC101391443_	GAPDHS_	GAPDHS_	GAPDHS_	GAPDHS_	GAPDHS_	GAPDHS_
LOC101388703_	LOC101388703_	ATP4A_	ATP4A_	ATP4A_	ATP4A_	ATP4A_	ATP4A_
LOC101390014_	LOC101390014_	HAUS5_	HAUS5_	HAUS5_	HAUS5_	HAUS5_	HAUS5_
LOC101398902_	LOC101398902_	RBM42_	RBM42_	RBM42_	RBM42_	RBM42_	RBM42_
LOC101393846_	LOC101393846_	ETV2_	ETV2_	ETV2_	ETV2_	ETV2_	ETV2_
LOC101396668_	LOC101396668_	LOC131397827_	COX6B1_	LOC124249864_	COX6B1_	LOC112665643_	COX6B1_
LOC101392909_	LOC101392909_	UPK1A_	UPK1A_	UPK1A_	UPK1A_	UPK1A_	UPK1A_
LOC106803442_	LOC106803442_	ZBTB32_	ZBTB32_	ZBTB32_	ZBTB32_	ZBTB32_	ZBTB32_
LOC101397876_	LOC101397876_	KMT2B_	KMT2B_	KMT2B_	KMT2B_	KMT2B_	KMT2B_
LOC101400556_	LOC101400556_	IGFLR1_	IGFLR1_	IGFLR1_	IGFLR1_	IGFLR1_	IGFLR1_
LOC101394863_	LOC101394863_	U2AF1L4_	U2AF1L4_	U2AF1L4_	U2AF1L4_	U2AF1_	U2AF1L4_
LOC101396932_	LOC101396932_	PSENEN_	PSENEN_	PSENEN_	PSENEN_	PSENEN_	PSENEN_
LOC101392649_	LOC101392649_	LIN37_	LIN37_	LIN37_	LIN37_	LIN37_	LIN37_
LOC101395715_	LOC101395715_	HSPB6_	HSPB6_	HSPB6_	HSPB6_	HSPB6_	HSPB6_
LOC101393091_	LOC101393091_	PROSER3_	PROSER3_	PROSER3_	PROSER3_	PROSER3_	PROSER3_
LOC101389488_	LOC101389488_	ARHGAP33_	ARHGAP33_	ARHGAP33_	ARHGAP33_	ARHGAP33_	ARHGAP33_
LOC101399334_	LOC101399334_	PRODH2_	PRODH2_	PRODH2_	PRODH2_	PRODH2_	PRODH2_
LOC101389238_	LOC101389238_	NPHS1_	NPHS1_	NPHS1_	NPHS1_	NPHS1_	NPHS1_
LOC101393588_	LOC101393588_	KIRREL2_	KIRREL2_	KIRREL2_	KIRREL2_	KIRREL2_	KIRREL2_
LOC101398638_	LOC101398638_	APLP1_	APLP1_	APLP1_	APLP1_	APLP1_	APLP1_
LOC101399854_	LOC101399854_	NFKBID_	NFKBID_	NFKBID_	NFKBID_	NFKBID_	NFKBID_
LOC101397452_	LOC101397452_	HCST_	HCST_	HCST_	HCST_	HCST_	HCST_
LOC101395973_	LOC101395973_	TYROBP_	TYROBP_	TYROBP_	TYROBP_	LOC112643619_	TYROBP_
LOC101398390_	LOC101398390_	LRFN3_	LRFN3_	LRFN3_	LRFN3_	LRFN3_	LRFN3_
LOC101397205_	LOC101397205_	SDHAF1_	SDHAF1_	SDHAF1_	SDHAF1_	SDHAF1_	SDHAF1_
LOC101394098_	LOC101394098_	SYNE4_	SYNE4_	SYNE4_	SYNE4_	SYNE4_	SYNE4_
LOC101400290_	LOC101400290_	ALKBH6_	ALKBH6_	ALKBH6_	ALKBH6_	ALKBH6_	ALKBH6_
LOC101390275_	LOC101390275_	CLIP3_	CLIP3_	CLIP3_	CLIP3_	CLIP3_	CLIP3_
LOC101393847_	LOC101393847_	THAP8_	THAP8_	THAP8_	THAP8_	THAP8_	THAP8_
LOC101388970_	LOC101388970_	WDR62_	WDR62_	WDR62_	WDR62_	WDR62_	WDR62_
LOC101401092_	LOC101401092_	OVOL3_	OVOL3_	OVOL3_	OVOL3_	OVOL3_	OVOL3_
LOC101394595_	LOC101394595_	POLR2I_	POLR2I_	POLR2I_	POLR2I_	POLR2I_	POLR2I_
LOC101392395_	LOC101392395_	TBCB_	TBCB_	TBCB_	TBCB_	TBCB_	TBCB_
LOC101392128_	LOC101392128_	CAPNS1_	CAPNS1_	CAPNS1_	CAPNS1_	CAPNS1_	CAPNS1_
LOC101391688_	LOC101391688_	ZNF565_	ZNF565_	ZNF565_	ZNF565_	ZNF565_	ZNF565_
LOC101402392_	LOC101402392_	ZNF146_	ZNF146_	ZNF146_	ZNF146_	ZNF146_	ZNF146_
LOC101403353_	LOC101403353_	ZNF567_	ZNF567_	ZNF567_	ZNF567_	ZNF567_	ZNF567_
LOC101402647_	LOC101402647_	ZNF461_	ZNF461_	ZNF461_	ZNF461_	ZNF461_	ZNF461_
LOC101403795_	LOC101403795_	ZNF382_	ZNF382_	ZNF382_	ZNF382_	ZNF382_	ZNF382_
LOC106803441_	LOC106803441_	ZNF529_	ZNF529_	ZNF529_	ZNF529_	ZNF260_	ZNF260_
LOC101394864_	LOC101394864_	HMCES_	LOC106836137_	LOC124232327_	LOC100052168_	HMCES_	HMCES_
LOC101404238_	LOC101404238_	KCTD15_	KCTD15_	KCTD15_	KCTD15_	KCTD15_	KCTD15_
LOC101404500_	LOC101404500_	CHST8_	CHST8_	CHST8_	CHST8_	CHST8_	CHST8_
LOC101404758_	LOC101404758_	PEPD_	PEPD_	PEPD_	PEPD_	PEPD_	PEPD_
LOC101405286_	LOC101405286_	CEBPA_	CEBPA_	CEBPA_	CEBPA_	CEBPA_	CEBPA_
LOC101395372_	LOC101395372_	SLC7A10_	SLC7A10_	SLC7A10_	SLC7A10_	SLC7A10_	SLC7A10_
LOC101405549_	LOC101405549_	LRP3_	LRP3_	LRP3_	LRP3_	LRP3_	LRP3_
LOC101395630_	LOC101395630_	WDR88_	WDR88_	WDR88_	WDR88_	WDR88_	WDR88_
LOC101405807_	LOC101405807_	GPATCH1_	GPATCH1_	GPATCH1_	GPATCH1_	GPATCH1_	GPATCH1_
LOC101406075_	LOC101406075_	RHPN2_	RHPN2_	RHPN2_	RHPN2_	RHPN2_	RHPN2_
LOC101406345_	LOC101406345_	FAAP24_	FAAP24_	FAAP24_	FAAP24_	FAAP24_	FAAP24_
LOC101395882_	LOC101395882_	CEP89_	CEP89_	CEP89_	CEP89_	CEP89_	CEP89_
LOC101406593_	LOC101406593_	SLC7A9_	SLC7A9_	SLC7A9_	SLC7A9_	SLC7A9_	SLC7A9_
LOC101396140_	LOC101396140_	TDRD12_	TDRD12_	TDRD12_	TDRD12_	TDRD12_	TDRD12_
LOC106803418_	LOC106803418_	NUDT19_	NUDT19_	NUDT19_	NUDT19_	NUDT19_	NUDT19_
LOC101406844_	LOC101406844_	RGS9BP_	RGS9BP_	RGS9BP_	RGS9BP_	LOC112645586_	RGS9BP_
LOC101407110_	LOC101407110_	ANKRD27_	ANKRD27_	ANKRD27_	ANKRD27_	ANKRD27_	ANKRD27_
LOC101407550_	LOC101407550_	PDCD5_	PDCD5_	PDCD5_	PDCD5_	PDCD5_	PDCD5_
LOC101407814_	LOC101407814_	DPY19L3_	DPY19L3_	DPY19L3_	DPY19L3_	DPY19L3_	DPY19L3_
LOC101408072_	LOC101408072_	ZNF507_	ZNF507_	ZNF507_	ZNF507_	ZNF507_	ZNF507_
LOC101408508_	LOC101408508_	TSHZ3_	TSHZ3_	TSHZ3_	TSHZ3_	TSHZ3_	TSHZ3_
LOC101409023_	LOC101409023_	ZNF536_	ZNF536_	ZNF536_	ZNF536_	ZNF536_	ZNF536_
LOC101387176_	LOC101387176_	URI1_	URI1_	URI1_	URI1_	URI1_	URI1_
LOC101387418_	LOC101387418_	CCNE1_	CCNE1_	CCNE1_	CCNE1_	CCNE1_	CCNE1_
LOC101387681_	LOC101387681_	C34H19orf12_	C26H19orf12_	C13H19orf12_	C10H19orf12_	C1H19orf12_	C18H19orf12_
LOC101396670_	LOC101396670_	PLEKHF1_	PLEKHF1_	PLEKHF1_	PLEKHF1_	PLEKHF1_	PLEKHF1_
LOC101388200_	LOC101388200_	VSTM2B_	VSTM2B_	VSTM2B_	VSTM2B_	VSTM2B_	VSTM2B_
LOC101388447_	LOC101388447_	LOC131396715_	UQCRFS1_	LOC124251446_	UQCRFS1_	LOC112645623_	UQCRFS1_
LOC101398145_	LOC101398145_	PHKA1_	PHKA1_	PHKA1_	PHKA1_	PHKA1_	PHKA1_
LOC101399165_	LOC101399165_	CITED1_	CITED1_	CITED1_	CITED1_	CITED1_	CITED1_
LOC101399945_	LOC101399945_	RPS4X_	RPS4X_	RPS4X_	RPS4X_	RPS4X_	RPS4X_
LOC101400480_	LOC101400480_	PIN4_	PIN4_	PIN4_	PIN4_	LOC118351483_	PIN4_
LOC101400206_	LOC101400206_	ERCC6L_	ERCC6L_	ERCC6L_	ERCC6L_	ERCC6L_	ERCC6L_
LOC101400913_	LOC101400913_	NHSL2_	NHSL2_	NHSL2_	NHSL2_	NHSL2_	NHSL2_
LOC101401184_	LOC101401184_	RTL5_	RTL5_	RTL5_	RTL5_	RTL5_	RTL5_
LOC101396935_	LOC101396935_	LOC131400515_	LOC106838369_	LOC124245462_	LOC102149744_	LOC112671833_	LOC112445426_
LOC101401442_	LOC101401442_	CXCR3_	CXCR3_	CXCR3_	CXCR3_	CXCR3_	CXCR3_
LOC101397454_	LOC101397454_	GCNA_	GCNA_	GCNA_	GCNA_	GCNA_	GCNA_
LOC101401704_	LOC101401704_	OGT_	OGT_	OGT_	OGT_	OGT_	OGT_
LOC101402393_	LOC101402393_	TAF1_	TAF1_	TAF1_	TAF1_	TAF1_	TAF1_
LOC101403005_	LOC101403005_	LOC131401120_	LOC106828872_	LOC124246045_	RHOG2_	LOC112671826_	RHOG2_
LOC101403264_	LOC101403264_	ITGB1BP2_	ITGB1BP2_	ITGB1BP2_	ITGB1BP2_	ITGB1BP2_	ITGB1BP2_
LOC101403530_	LOC101403530_	NONO_	NONO_	NONO_	NONO_	NONO_	NONO_
LOC101403971_	LOC101403971_	ZMYM3_	ZMYM3_	ZMYM3_	ZMYM3_	ZMYM3_	ZMYM3_
LOC101404596_	LOC101404596_	GJB1_	GJB1_	GJB1_	GJB1_	GJB1_	GJB1_
LOC101405191_	LOC101405191_	NLGN3_	NLGN3_	NLGN3_	NLGN3_	NLGN3_	NLGN3_
LOC101405978_	LOC101405978_	MED12_	MED12_	MED12_	MED12_	MED12_	MED12_
LOC101406420_	LOC101406420_	IL2RG_	IL2RG_	IL2RG_	IL2RG_	IL2RG_	IL2RG_
LOC101406846_	LOC101406846_	CXHXorf65_	CXHXorf65_	C10HXorf65_	CXHXorf65_	CXHXorf65_	CXHXorf65_
LOC101407112_	LOC101407112_	FOXO4_	FOXO4_	FOXO4_	FOXO4_	FOXO4_	FOXO4_
LOC101407552_	LOC101407552_	SNX12_	SNX12_	SNX12_	SNX12_	SNX12_	SNX12_
LOC101407988_	LOC101407988_	SLC7A3_	SLC7A3_	SLC7A3_	SLC7A3_	SLC7A3_	SLC7A3_
LOC101397711_	LOC101397711_	TEX11_	TEX11_	TEX11_	TEX11_	TEX11_	TEX11_
LOC101408248_	LOC101408248_	DLG3_	DLG3_	DLG3_	DLG3_	DLG3_	DLG3_
LOC101408682_	LOC101408682_	GDPD2_	GDPD2_	GDPD2_	GDPD2_	GDPD2_	GDPD2_
LOC101387178_	LOC101387178_	KIF4A_	KIF4A_	KIF4A_	KIF4A_	KIF4A_	KIF4A_
LOC101387420_	LOC101387420_	PDZD11_	PDZD11_	PDZD11_	PDZD11_	PDZD11_	PDZD11_
LOC101387683_	LOC101387683_	ARR3_	ARR3_	ARR3_	ARR3_	ARR3_	ARR3_
LOC101398221_	LOC101398221_	P2RY4_	P2RY4_	P2RY4_	P2RY4_	P2RY4_	P2RY4_
LOC101387942_	LOC101387942_	AWAT1_	AWAT1_	AWAT1_	AWAT1_	AWAT1_	AWAT1_
LOC101398461_	LOC101398461_	DGAT2L6_	DGAT2L6_	DGAT2L6_	DGAT2L6_	DGAT2L6_	DGAT2L6_
LOC101388201_	LOC101388201_	IGBP1_	IGBP1_	IGBP1_	IGBP1_	IGBP1_	IGBP1_
LOC101388448_	LOC101388448_	OTUD6A_	LOC106827658_	OTUD6A_	LOC138921892_	OTUD6A_	OTUD6A_
LOC101388706_	LOC101388706_	AWAT2_	AWAT2_	AWAT2_	AWAT2_	AWAT2_	AWAT2_
LOC101388974_	LOC101388974_	EDA_	EDA_	EDA_	EDA_	EDA_	EDA_
LOC101389558_	LOC101389558_	NALF2_	NALF2_	NALF2_	NALF2_	NALF2_	NALF2_
LOC101389834_	LOC101389834_	PJA1_	PJA1_	PJA1_	PJA1_	PJA1_	PJA1_
LOC101390611_	LOC101390611_	EFNB1_	EFNB1_	EFNB1_	EFNB1_	EFNB1_	EFNB1_
LOC101390867_	LOC101390867_	STARD8_	STARD8_	STARD8_	STARD8_	STARD8_	STARD8_
LOC101391364_	LOC101391364_	YIPF6_	YIPF6_	YIPF6_	YIPF6_	YIPF6_	YIPF6_
LOC101391779_	LOC101391779_	OPHN1_	OPHN1_	OPHN1_	OPHN1_	OPHN1_	OPHN1_
LOC101392211_	LOC101392211_	AR_	AR_	AR_	AR_	AR_	AR_
LOC101392727_	LOC101392727_	HEPH_	HEPH_	HEPH_	HEPH_	HEPH_	HEPH_
LOC101393491_	LOC101393491_	VSIG4_	VSIG4_	VSIG4_	VSIG4_	VSIG4_	VSIG4_
LOC101393930_	LOC101393930_	MSN_	MSN_	MSN_	MSN_	MSN_	MSN_
LOC101394342_	LOC101394342_	LAS1L_	LAS1L_	LAS1L_	LAS1L_	LAS1L_	LAS1L_
LOC101394598_	LOC101394598_	ZC3H12B_	ZC3H12B_	ZC3H12B_	ZC3H12B_	ZC3H12B_	ZC3H12B_
LOC101394865_	LOC101394865_	LOC131401069_	ZC4H2_	ZC4H2_	ZC4H2_	ZC4H2_	ZC4H2_
LOC101395974_	LOC101395974_	AMER1_	AMER1_	AMER1_	AMER1_	AMER1_	AMER1_
LOC101396671_	LOC101396671_	SPIN4_	SPIN4_	SPIN4_	SPIN4_	SPIN4_	SPIN4_
LOC101400827_	LOC101400827_	PROS1_	PROS1_	PROS1_	PROS1_	PROS1_	PROS1_
LOC101401093_	LOC101401093_	ARL13B_	ARL13B_	ARL13B_	ARL13B_	ARL13B_	ARL13B_
LOC101401532_	LOC101401532_	STX19_	STX19_	STX19_	STX19_	STX19_	STX19_
LOC101401783_	LOC101401783_	NSUN3_	NSUN3_	NSUN3_	NSUN3_	NSUN3_	NSUN3_
LOC101402307_	LOC101402307_	ARL6_	ARL6_	ARL6_	ARL6_	ARL6_	ARL6_
LOC101390695_	LOC101390695_	CRYBG3_	CRYBG3_	CRYBG3_	CRYBG3_	CRYBG3_	CRYBG3_
LOC101402559_	LOC101402559_	RIOX2_	RIOX2_	RIOX2_	RIOX2_	RIOX2_	RIOX2_
LOC106800057_	LOC106800057_	LOC131414495_	LOC106845707_	LOC124238462_	OR5AC34_	LOC112640666_	OR5AC26_
LOC101392476_	LOC101392476_	LOC131415055_	LOC106845704_	LOC124238120_	OR5K4_	LOC112641354_	OR5K19_
LOC101403872_	LOC101403872_	LOC131414649_	LOC106845712_	LOC124238607_	OR5K24_	LOC112641349_	OR5K8_
LOC101404133_	LOC101404133_	LOC131414506_	LOC106824258_	LOC124238628_	OR5K1_	LOC112640631_	OR5K1_
LOC101404398_	LOC101404398_	CLDND1_	CLDND1_	CLDND1_	CLDND1_	CLDND1_	CLDND1_
LOC101404852_	LOC101404852_	GPR15_	GPR15_	GPR15_	GPR15_	GPR15_	GPR15_
LOC101405111_	LOC101405111_	CPOX_	CPOX_	CPOX_	CPOX_	CPOX_	CPOX_
LOC101405369_	LOC101405369_	ST3GAL6_	ST3GAL6_	ST3GAL6_	ST3GAL6_	ST3GAL6_	ST3GAL6_
LOC101405979_	LOC101405979_	DCBLD2_	DCBLD2_	DCBLD2_	DCBLD2_	DCBLD2_	DCBLD2_
LOC101406238_	LOC101406238_	COL8A1_	COL8A1_	COL8A1_	COL8A1_	COL8A1_	COL8A1_
LOC101406679_	LOC101406679_	FILIP1L_	FILIP1L_	FILIP1L_	FILIP1L_	FILIP1L_	FILIP1L_
LOC101394010_	LOC101394010_	LOC131414508_	LOC106838896_	LOC124238344_	TMEM30C_	LOC112640453_	TMEM30C_
LOC101407729_	LOC101407729_	TBC1D23_	TBC1D23_	TBC1D23_	TBC1D23_	TBC1D23_	TBC1D23_
LOC101408168_	LOC101408168_	NIT2_	NIT2_	NIT2_	NIT2_	NIT2_	NIT2_
LOC101408431_	LOC101408431_	TOMM70_	TOMM70_	TOMM70_	TOMM70_	TOMM70_	TOMM70_
LOC101408683_	LOC101408683_	LNP1_	LNP1_	LNP1_	LNP1_	LNP1_	LNP1_
LOC101408939_	LOC101408939_	TMEM45A_	TMEM45A_	TMEM45A_	TMEM45A_	TMEM45A_	TMEM45A_
LOC101394254_	LOC101394254_	ADGRG7_	ADGRG7_	ADGRG7_	ADGRG7_	ADGRG7_	ADGRG7_
LOC101387082_	LOC101387082_	TFG_	TFG_	TFG_	TFG_	TFG_	TFG_
LOC101394506_	LOC101394506_	ABI3BP_	ABI3BP_	ABI3BP_	ABI3BP_	LOC112640164_	ABI3BP_
LOC101395021_	LOC101395021_	IMPG2_	IMPG2_	IMPG2_	IMPG2_	IMPG2_	IMPG2_
LOC101387685_	LOC101387685_	SENP7_	SENP7_	SENP7_	SENP7_	SENP7_	SENP7_
LOC101395281_	LOC101395281_	LOC131414513_	LOC106838885_	LOC124238330_	LOC100072199_	LOC118353202_	LOC524181_
LOC101388107_	LOC101388107_	TRMT10C_	TRMT10C_	TRMT10C_	TRMT10C_	TRMT10C_	TRMT10C_
LOC101388364_	LOC101388364_	PCNP_	PCNP_	PCNP_	PCNP_	LOC112640108_	PCNP_
LOC101388620_	LOC101388620_	ZBTB11_	ZBTB11_	ZBTB11_	ZBTB11_	ZBTB11_	ZBTB11_
